,price,mileage,energy_consumption__co2_emissions,general_information__warranty,vehicle_age,model_encoded,model_rank_per_year,transmission_automatic,transmission_manual,energy_consumption__emission_class_Euro 5,energy_consumption__emission_class_Euro 6,energy_consumption__emission_class_Euro 6b,energy_consumption__emission_class_Euro 6c,energy_consumption__emission_class_Euro 6d,energy_consumption__emission_class_Euro 6d-TEMP,energy_consumption__emission_class_Euro 6d-TEMP-EVAP,energy_consumption__emission_class_Euro 6e,energy_consumption__fuel_diesel,energy_consumption__fuel_electric,energy_consumption__fuel_hybrid,energy_consumption__fuel_hybrid - diesel,energy_consumption__fuel_hybrid - petrol,energy_consumption__fuel_petrol,energy_consumption__fuel_petrol super,general_information__brand_audi,general_information__brand_bmw,general_information__brand_ford,general_information__brand_kia,general_information__brand_mercedes,general_information__brand_peugeot,general_information__brand_volkswagen,general_information__brand_volvo
5956,27990.0,0.23201352551300894,0.2940790661841582,0.0034603530597136587,0.2524329617563771,0.06969116254957795,-0.46688451851349916,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5957,30900.0,-0.17400158671761412,0.2940790661841582,0.0034603530597136587,-0.11297904046746587,0.06969116254957795,-0.324714580672017,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5958,38990.0,-0.9770134913460635,0.4737793635063899,0.0034603530597136587,-0.8438030449151518,0.06969116254957795,0.3861351085353943,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5959,22990.0,1.607947573476953,0.3739458649940389,0.0034603530597136587,0.61784496398022,0.03126333766881285,-0.5686083300415988,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5960,33990.0,-0.9906363309726447,-1.6426908049554503,1.0180707644843399,0.2524329617563771,-0.010138767513682818,-0.4841947034678875,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5961,34990.0,-0.16236768167651386,-1.5428573064430993,1.0180707644843399,0.2524329617563771,0.06969116254957795,-0.46688451851349916,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5962,22990.0,0.7258414619765737,0.4338459641014495,0.0034603530597136587,1.348668968427906,-0.010138767513682818,-0.6909582908722153,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5964,40990.0,0.04469948064751883,-2.3015918951369665,0.0034603530597136587,-0.8438030449151518,0.06969116254957795,0.3861351085353943,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5967,42990.0,-0.4100309060877582,1.1726138530928465,0.0034603530597136587,-0.8438030449151518,-0.010138767513682818,0.3428596461494236,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5968,20990.0,0.784337935333113,0.15431216826686683,0.0034603530597136587,1.348668968427906,0.06969116254957795,-0.6801394252757226,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5971,32900.0,-0.29859607794232484,-1.6027574055505098,0.0034603530597136587,0.2524329617563771,0.030567069846750654,-0.4753681195929677,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5973,20490.0,1.6484618985264052,0.21421226737427743,0.0034603530597136587,0.61784496398022,0.016397900673462428,-0.5712944932347501,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5974,23990.0,0.4264931840220807,0.6135462614236812,0.0034603530597136587,0.2524329617563771,0.06969116254957795,-0.46688451851349916,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5975,17990.0,1.6824372605550986,0.4538126638039197,0.0034603530597136587,2.079492972875592,0.030567069846750654,-0.7554661947361979,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5977,22890.0,1.1595109386491564,0.27411236648168796,0.0034603530597136587,1.714080970651749,0.030567069846750654,-0.7243441863869502,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5978,18999.0,-0.5955739818017928,0.39391256469650915,0.0034603530597136587,2.079492972875592,0.06969116254957795,-0.7512243941964638,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5979,31980.0,0.7802238377658856,-1.6426908049554503,0.0034603530597136587,0.2524329617563771,0.06969116254957795,-0.46688451851349916,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5980,13700.0,0.12610957025596747,0.07444536945698609,1.0180707644843399,2.810316977323278,-1.463129055776296,-0.9371035834972495,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5981,15900.0,0.6082218646406725,0.8331799581508533,0.0034603530597136587,2.079492972875592,0.06969116254957795,-0.7512243941964638,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5982,18990.0,-0.4728321967662971,-0.10525492786524562,0.0034603530597136587,-0.11297904046746587,-0.7732034340728609,-0.5531793518585041,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5983,18900.0,0.6931466468727792,0.19424556767180723,-1.0111500583649125,0.61784496398022,-0.43678144378105677,-0.6531833522942504,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5985,17799.0,1.311623565919561,0.19424556767180723,-1.0111500583649125,0.2524329617563771,-0.7829603732398323,-0.6517720133974579,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5988,16690.0,1.885308588274144,-0.3248886245924177,0.0034603530597136587,-0.11297904046746587,-0.6712769475513182,-0.5255523964665743,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5990,17990.0,1.4421031238629547,1.651814645952131,-1.0111500583649125,2.079492972875592,0.04709276666586034,-0.7536744928756787,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5991,11290.0,0.1945507165399109,0.19424556767180723,0.0034603530597136587,3.1757289795471206,-0.6809333977899285,-0.8794428811708956,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5992,17490.0,0.7595988585712418,-0.22505512608006675,0.0034603530597136587,0.2524329617563771,-0.6800303133557359,-0.6294528359592709,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5993,26500.0,0.46643534980721646,0.19424556767180723,0.0034603530597136587,0.9832569662040631,-0.7292921564566318,-0.7531145695562272,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5994,10450.0,1.0409377425393946,0.7333464596385023,0.0034603530597136587,3.5411409817709636,0.030567069846750654,-0.8354942162056923,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5996,17490.0,0.48253754624583534,0.11437876886192647,0.0034603530597136587,0.2524329617563771,-0.6809333977899285,-0.6296486592372434,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5997,24900.0,-0.4457227459094007,0.19424556767180723,0.0034603530597136587,0.9832569662040631,0.0556437119752304,-0.6315401796615235,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5998,15990.0,0.6525233391063143,0.35397916529156875,0.0034603530597136587,0.61784496398022,-0.7890629983651319,-0.7168401251052896,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5999,25999.0,-0.06428323636512996,0.19424556767180723,0.0034603530597136587,0.9832569662040631,0.1306850908377047,-0.6199174341367347,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
6000,11450.0,1.039166773387939,0.19424556767180723,0.0034603530597136587,2.079492972875592,0.03126333766881285,-0.7553907059767305,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
6002,17997.0,1.8537036003404759,0.19424556767180723,0.0034603530597136587,1.348668968427906,-0.43678144378105677,-0.748778581690545,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
6004,12850.0,2.1289939435144265,0.19424556767180723,-1.0111500583649125,2.079492972875592,-0.7292921564566318,-0.8378494796531876,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
6005,34900.0,-1.3843363961808384,0.19424556767180723,1.0180707644843399,-1.2092150471389949,-0.7412725175932278,0.9285946276994906,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6008,26970.0,-1.3855352060679775,0.07444536945698609,0.0034603530597136587,-0.8438030449151518,-0.9350115944354778,-0.15850994294508633,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
6009,11990.0,1.384342283846251,0.19424556767180723,-1.0111500583649125,2.079492972875592,-0.7292921564566318,-0.8378494796531876,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
6010,16990.0,0.9177600266358483,0.054478669754515895,0.0034603530597136587,0.61784496398022,-0.413069928142628,-0.648898715348717,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
6011,17990.0,1.562283815048653,0.7732798590434428,0.0034603530597136587,0.61784496398022,0.06969116254957795,-0.5616644770744874,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6013,19995.0,2.2788451794068187,0.19424556767180723,-1.0111500583649125,0.9832569662040631,-0.1472703297229722,-0.6629684170662064,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
6015,14390.0,0.41744761851003087,0.19424556767180723,0.0034603530597136587,0.2524329617563771,-1.014879090230866,-0.702060869748928,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
6017,17990.0,1.4421031238629547,1.651814645952131,-1.0111500583649125,2.079492972875592,0.07137511919240963,-0.7510418210630568,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6018,28000.0,-1.3855079603887244,0.07444536945698609,0.0034603530597136587,-0.8438030449151518,-0.9940536192647836,-0.19051637114397643,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
