,price_eur,mileage,transmission,energy_consumption__emission_class,energy_consumption__fuel,link,energy_consumption__co2_emissions,general_information__brand,general_information__model,general_information__warranty,vehicle_history__year,model_clean,energy_consumption__fuel_clean,model,brand_rank,emission_rank,fuel_rank,transmission_rank,model_rank,car_age,mileage_per_year,log_mileage,log_mileage_per_year,is_luxury,is_premium,is_modern,age_mileage_interaction,brand_model_interaction
9223,28495,18158.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-150-cv-s-line-apple-carplay-camera-cruise-control/id/4873991,138,audi,q2,0,2023.0,q2,petrol,q2,8,7.0,7.0,8,1.0401819362453042,2.0,6052.666666666667,9.806921584559797,8.708419428050389,1,1,1,12105.333333333334,8.321455489962434
9224,28295,29464.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-150-cv-s-line-apple-carplay-camera-cruise-control/id/4873993,135,audi,q2,0,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,9821.333333333334,10.290958397272014,9.192413983442727,1,1,0,19642.666666666668,8.321455489962434
9225,33995,76482.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/audi/q3-sportback/s-line-45-14tfsi-e-s-tronic-sportback-s-line-45-14tfsi-e-s-tronic-combineert-245-pk-gps-leder-pdc-alu-18/id/4872041,39,audi,q3 sportback,0,2021.0,q3 sportback,hybrid - petrol,q3 sportback,8,8.0,9.0,8,1.0596183460766633,4.0,15296.4,11.244823772897389,9.635438158299477,1,1,1,61185.6,8.476946768613306
9226,33990,86000.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/audi/q3-sportback/45tfsie-sline-stronicnavi-virtual/id/4873416,120,audi,q3 sportback,60,2022.0,q3 sportback,hybrid - petrol,q3 sportback,8,8.0,9.0,8,1.0596183460766633,3.0,21500.0,11.362114203075018,9.975854724662028,1,1,1,64500.0,8.476946768613306
9229,24990,78473.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/15tfsi-s-line-1erpro-cockpit-cuir-camera-pdc-tva/id/4872944,138,audi,q2,12,2021.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,4.0,15694.6,11.270522638717207,9.66113569728062,1,1,1,62778.4,8.321455489962434
9232,43450,10.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/audi-q3-sportback-prestige-edition-35-tfsi-110150-kwpk-s-tronic/id/4871660,158,audi,q3 sportback,36,2025.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,0.0,10.0,2.3978952727983707,2.3978952727983707,1,1,0,0.0,8.476946768613306
9233,44990,10.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/audi-q3-sportback-prestige-edition-35-tfsi-110150-kwch-s-tronic/id/4871422,160,audi,q3 sportback,36,2025.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,0.0,10.0,2.3978952727983707,2.3978952727983707,1,1,0,0.0,8.476946768613306
9236,41990,11959.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/s-line-35-tfsi-150-pk-s-tronic-open-dak-acc-camera-apple-carplay/id/4871386,152,audi,q3 sportback,24,2025.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,0.0,11959.0,9.389323027504624,9.389323027504624,1,1,0,0.0,8.476946768613306
9237,37490,59849.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/s-line-35-tfsi-150-pk-s-tronic-open-dak-acc-camera-apple-carplay/id/4871387,154,audi,q3 sportback,24,2024.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,1.0,29924.5,10.999596710986118,10.30646623872435,1,1,0,29924.5,8.476946768613306
9241,27999,29424.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-150cv-s-tronic-s-line-navi-full-led-camera-ja17/id/4870169,143,audi,q2,12,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,9808.0,10.289599932128478,9.191055610564316,1,1,0,19616.0,8.321455489962434
9242,34995,92117.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/audi/e-tron/55-quattro-s-line-95-kwh-55-quattro-s-line-95-kwh-at-gps-leder-carplay-camera-pdc-cruiseacc-alu-20-trekhaak/id/4870175,120,audi,e-tron,0,2021.0,e-tron,electric,e-tron,8,7.0,10.0,8,1.093838384109564,4.0,18423.4,11.430825642886955,9.82143115207683,1,1,1,73693.6,8.750707072876512
9248,24990,47000.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/q2-35-tfsi-business-edition-s-line-s-tronic/id/4869211,120,audi,q2,0,2021.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,4.0,9400.0,10.757924157061597,9.148571345578551,1,1,1,37600.0,8.321455489962434
9249,41990,7125.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/s-line-35-tfsi-150-pk-s-tronic-open-dak-acc-camera-apple-carplay/id/4866483,152,audi,q3 sportback,24,2025.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,0.0,7125.0,8.871505346165781,8.871505346165781,1,1,0,0.0,8.476946768613306
9250,26499,29000.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/15-tfsi-150pknavi-camera-cruis-zetelverwarming/id/4866368,120,audi,q2,12,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,9666.666666666666,10.275085591132715,9.17654226322596,1,1,0,19333.333333333332,8.321455489962434
9251,42990,9900.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/audi-q3-sportback-business-edition-s-line-35-tfsi-110150-kwch-s-tronic/id/4866825,161,audi,q3 sportback,24,2025.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,0.0,9900.0,9.200391041122515,9.200391041122515,1,1,0,0.0,8.476946768613306
9252,22490,72398.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/audi-q2-s-line-35-tfsi-110150-kwpk-s-tronic/id/4865623,144,audi,q2,24,2021.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,4.0,14479.6,11.189947766123723,9.580565101545329,1,1,1,57918.4,8.321455489962434
9254,41490,9081.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/s-line-35-tfsi-150-pk-s-tronic-cruise-control-camera-apple-carplay/id/4865384,152,audi,q3 sportback,24,2025.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,0.0,9081.0,9.114049711657897,9.114049711657897,1,1,0,0.0,8.476946768613306
9255,39950,49000.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/audi/q3-sportback/q3-45-tfsie-s-tronic-s-line-acc-camera/id/4865710,120,audi,q3 sportback,12,2022.0,q3 sportback,hybrid - petrol,q3 sportback,8,8.0,9.0,8,1.0596183460766633,3.0,12250.0,10.799595985047786,9.41336284529417,1,1,1,36750.0,8.476946768613306
9256,28998,18329.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-150cv-s-tronic-s-line-navi-full-led-camera-ja17/id/4865829,143,audi,q2,12,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,6109.666666666667,9.816294340833752,8.717791156960905,1,1,0,12219.333333333334,8.321455489962434
9257,29990,72644.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/audi/q4-sportback-e-tron/audi-q4-sportback-advanced-35-e-tron-12500-kw/id/4865783,0,audi,q4 sportback e-tron,24,2022.0,q4 sportback,electric,q4 sportback,8,7.0,10.0,8,1.0833385306178673,3.0,18161.0,11.19333984350544,9.807086778249774,1,1,1,54483.0,8.666708244942939
9258,20995,94086.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-s-tronic-business-edition-leder-navigatie-led/id/4863595,137,audi,q2,12,2021.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,4.0,18817.2,11.451975165126461,9.842579765632244,1,1,1,75268.8,8.321455489962434
9260,24499,52350.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-150cv-s-tronic-navi-full-led-pdc-av-ar/id/4864624,136,audi,q2,12,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,17450.0,10.86572631831299,9.767152232578871,1,1,0,34900.0,8.321455489962434
9262,28990,37357.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-150-pk-s-tronic-automaat/id/4862011,143,audi,q2,12,2023.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,2.0,12452.333333333334,10.528302357719248,9.42974360367467,1,1,1,24904.666666666668,8.321455489962434
9263,25790,98472.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q3-sportback/35-tfsi-s-tronic-business-ledercuir-led-gps-pdc-verw-zetels-blis/id/4861757,149,audi,q3 sportback,12,2021.0,q3 sportback,petrol,q3 sportback,8,8.0,7.0,8,1.0596183460766633,4.0,19694.4,11.497537677909582,9.888140384922046,1,1,1,78777.6,8.476946768613306
9267,19999,24404.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/audi/q2/30-tfsi-sport/id/4861522,148,audi,q2,12,2018.0,q2,petrol,q2,8,7.0,7.0,8,1.0401819362453042,7.0,3050.5,10.102543308321248,8.02338855198455,1,1,0,21353.5,8.321455489962434
9273,18950,80450.0,automatic,Euro 6b,petrol,https://gocar.be/en/cars/audi/q2/audi-q2-sport-10-tfsi-85116-kwps-s-tronic/id/4860342,117,audi,q2,12,2018.0,q2,petrol,q2,8,4.0,7.0,8,1.0401819362453042,7.0,10056.25,11.295403582424072,9.216049046443164,1,1,0,70393.75,8.321455489962434
9274,44990,55128.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/audi/e-tron/sportback-55-quattro-300-kw-408-pk/id/4860580,0,audi,e-tron,12,2023.0,e-tron,electric,e-tron,8,7.0,10.0,8,1.093838384109564,2.0,18376.0,10.917431172474902,9.818855161695424,1,1,1,36752.0,8.750707072876512
9276,25890,83678.0,automatic,Euro 6,electric,https://gocar.be/en/cars/audi/e-tron/71-kwh-50-quatro-luchtveringcameraleder/id/4860584,0,audi,e-tron,12,2020.0,e-tron,electric,e-tron,8,5.0,10.0,8,1.093838384109564,5.0,13946.333333333334,11.334743328940538,9.543043610075484,1,1,0,69731.66666666667,8.750707072876512
9277,28990,8041.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/business-edition-advanced-35tfsi-11kw150cv-s-tronic-kit-hiver-offert-garantie-jusquau-05032029/id/4858380,1,audi,q2,12,2024.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,1.0,4020.5,8.992433087457218,8.299410246344124,1,1,1,4020.5,8.321455489962434
9278,22990,69000.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/35tfsi-design-stronic-navi-virtual-led-cuir-camera/id/4857990,117,audi,q2,60,2021.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,4.0,13800.0,11.141876276228,9.53249633228804,1,1,1,55200.0,8.321455489962434
9279,31990,41796.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/35-tfsi-s-tronic/id/4857503,134,audi,q3 sportback,12,2021.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,4.0,8359.2,10.640579845602305,9.031237629237562,1,1,0,33436.8,8.476946768613306
9280,43990,75149.0,automatic,Euro 6d,electric,https://gocar.be/en/cars/audi/e-tron/55-quattro-95-kwh-s-line-full-black-2022/id/4857481,120,audi,e-tron,12,2022.0,e-tron,electric,e-tron,8,8.0,10.0,8,1.093838384109564,3.0,18787.25,11.227241395181121,9.840986953424123,1,1,1,56361.75,8.750707072876512
9282,27999,17031.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-150cv-s-tronic-s-line-navi-full-led-camera-ja17/id/4858741,143,audi,q2,12,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,5677.0,9.742849206573315,8.644354337032917,1,1,0,11354.0,8.321455489962434
9284,38000,55828.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/audi/e-tron/50-quattro-black-styling-pak-bo-camera-leder/id/4854291,120,audi,e-tron,0,2022.0,e-tron,electric,e-tron,8,7.0,10.0,8,1.093838384109564,3.0,13957.0,10.930048726626888,9.543808099577097,1,1,1,41871.0,8.750707072876512
9286,37990,61657.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q3-sportback/sport-edition-35-tfsi-150ch-s-tronic/id/4853666,157,audi,q3 sportback,24,2023.0,q3 sportback,petrol,q3 sportback,8,8.0,7.0,8,1.0596183460766633,2.0,20552.333333333332,11.029358264975064,9.930778412772032,1,1,1,41104.666666666664,8.476946768613306
9287,29999,55942.0,automatic,Euro 6,electric,https://gocar.be/en/cars/audi/e-tron/50-quattro-advanced-nav-camera-leder-garantie/id/4851510,120,audi,e-tron,12,2020.0,e-tron,electric,e-tron,8,5.0,10.0,8,1.093838384109564,5.0,9323.666666666666,10.932088594206068,9.14041849767114,1,1,0,46618.33333333333,8.750707072876512
9288,29990,5486.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/s-line-35-tfsi-150-pk-s-tronic-leder-camera-apple-carplay/id/4852683,136,audi,q2,24,2024.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,1.0,2743.0,8.610136937058975,7.917171988845776,1,1,0,2743.0,8.321455489962434
9289,41990,18891.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/s-line-35-tfsi-150-pk-s-tronic-open-dak-acc-leder-camera-apple-carplay/id/4852677,162,audi,q3 sportback,24,2025.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,0.0,18891.0,9.846493831016009,9.846493831016009,1,1,0,0.0,8.476946768613306
9290,30990,11177.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/s-line-35-tfsi-150-pk-s-tronic-leder-camera-apple-carplay/id/4852684,135,audi,q2,24,2025.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,0.0,11177.0,9.321702839829644,9.321702839829644,1,1,0,0.0,8.321455489962434
9297,28490,18242.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/s-line-35tfsistronicnaviledcamja17/id/4833121,116,audi,q2,12,2023.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,2.0,6080.666666666667,9.811536723788219,8.713034060202439,1,1,1,12161.333333333334,8.321455489962434
9298,28490,20983.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/s-line-35tfsistronicnaviledcamja17/id/4833484,116,audi,q2,12,2023.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,2.0,6994.333333333333,9.95151552154671,8.852998539049747,1,1,1,13988.666666666666,8.321455489962434
9299,28490,20685.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/s-line-35tfsistronicnaviledcamja17/id/4833485,116,audi,q2,12,2023.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,2.0,6895.0,9.93721242193775,8.83869681234353,1,1,1,13790.0,8.321455489962434
9300,28490,20269.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/s-line-35tfsistronicnaviledcamja17/id/4833482,116,audi,q2,12,2023.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,2.0,6756.333333333333,9.916897239446046,8.818383613892811,1,1,1,13512.666666666666,8.321455489962434
9302,38500,3955.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/audi-q2-business-edition-s-line-35-tfsi-110150-kwch-s-tronic/id/4834430,141,audi,q2,24,2025.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,0.0,3955.0,8.282988692742602,8.282988692742602,1,1,1,0.0,8.321455489962434
9304,34990,42950.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/sportback-boite-autocamerasieges-chauffants/id/4832233,1,audi,q3 sportback,12,2024.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,1.0,21475.0,10.667815210028436,9.97469131154246,1,1,0,21475.0,8.476946768613306
9305,22490,77996.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/business-edition-35tfsi-110kw150cv-s-tronic-my-way-selection/id/4829939,137,audi,q2,12,2021.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,4.0,15599.2,11.264425643393603,9.655039013668267,1,1,1,62396.8,8.321455489962434
9306,24940,97088.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-150pk-automaat-s-edition-navigatie-camera-adaptive-cruise-control-led-matrix-elektrische-achterklep-keyless-entry/id/4830353,139,audi,q2,0,2021.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,4.0,19417.6,11.48338336258924,9.873986648618443,1,1,1,77670.4,8.321455489962434
9308,25000,29252.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/35tfsi-s-tronic/id/4829896,143,audi,q2,12,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,9750.666666666666,10.283737411503228,9.185193489554226,1,1,0,19501.333333333332,8.321455489962434
9311,28499,29789.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-150cv-s-tronic-s-line-navi-full-led-camera-ja17/id/4828470,143,audi,q2,12,2023.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,2.0,9929.666666666666,10.301928045707328,9.203382891408683,1,1,0,19859.333333333332,8.321455489962434
9312,25490,38952.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-363eurx84m/id/4825411,137,audi,q2,0,2023.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,2.0,12984.0,10.570111070155717,9.471550124096849,1,1,1,25968.0,8.321455489962434
9316,22995,65136.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/35-tfsi-s-tronic-35-tfsi-s-tronic-gps-pdc-cruise-alu/id/4823007,138,audi,q2,0,2022.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,3.0,16284.0,11.084248023118157,9.697999717710333,1,1,0,48852.0,8.321455489962434
9318,29990,42078.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/audi/e-tron/sportback-2j-garantie95-kwhawd408pkvirtuele-spiegelstopwaybe/id/4823490,1,audi,e-tron,24,2021.0,e-tron,electric,e-tron,8,7.0,10.0,8,1.093838384109564,4.0,8415.6,10.647304082870662,9.037961225211948,1,1,1,33662.4,8.750707072876512
9321,41990,15930.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/s-line-35-tfsi-150-pk-s-tronic-open-dak-acc-leder-camera-apple-carplay/id/4822368,162,audi,q3 sportback,24,2025.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,0.0,15930.0,9.676022175572895,9.676022175572895,1,1,0,0.0,8.476946768613306
9322,41990,12102.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/s-line-35-tfsi-150-pk-s-tronic-open-dak-acc-leder-camera-apple-carplay/id/4822367,162,audi,q3 sportback,24,2025.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,0.0,12102.0,9.401208634738603,9.401208634738603,1,1,0,0.0,8.476946768613306
9324,37990,55274.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/audi/e-tron/sportback-advanced-55-quattro-408-pk-leder-acc-camera-apple-carplay/id/4819049,0,audi,e-tron,24,2022.0,e-tron,electric,e-tron,8,7.0,10.0,8,1.093838384109564,3.0,13818.5,10.920076005725647,9.533835917217097,1,1,1,41455.5,8.750707072876512
9329,35990,52194.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/audi/e-tron/55-95kwhtourledcuirhudcam360ja20/id/4817517,120,audi,e-tron,12,2020.0,e-tron,electric,e-tron,8,7.0,10.0,8,1.093838384109564,5.0,8699.0,10.8627419838424,9.071078304642676,1,1,1,43495.0,8.750707072876512
9330,30990,23007.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/s-line-35-tfsi-150-pk-s-tronic-camera-cruise-control-apple-carplay/id/4817503,147,audi,q2,36,2024.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,1.0,11503.5,10.043597260520773,9.350493542159587,1,1,1,11503.5,8.321455489962434
9331,34875,3213.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/business-edition-s-line-tfsi/id/4816277,139,audi,q2,24,2025.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,0.0,3213.0,8.075271546297458,8.075271546297458,1,1,0,0.0,8.321455489962434
9334,38900,79900.0,automatic,Euro 6d,electric,https://gocar.be/en/cars/audi/e-tron/audi-e-tron-55-quattro-kwps-head-up360-cameratrekhaak/id/4815983,0,audi,e-tron,24,2019.0,e-tron,electric,e-tron,8,8.0,10.0,8,1.093838384109564,6.0,11414.285714285714,11.288543647320601,9.342708588373453,1,1,0,68485.71428571429,8.750707072876512
9335,29990,11090.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q2/garantie-2029tfsi-150pkautomaatcamerakeylesstrekhaakcarplaysensorentopwaybe/id/4815306,138,audi,q2,48,2024.0,q2,petrol,q2,8,8.0,7.0,8,1.0401819362453042,1.0,5545.0,9.313889247604742,8.620832226175724,1,1,1,5545.0,8.321455489962434
9336,28990,24197.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/s-line-35-tfsi-150-pk-s-tronic-leder-camera-apple-carplay/id/4813829,128,audi,q2,24,2024.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,1.0,12098.5,10.094025264101424,9.400919408416993,1,1,0,12098.5,8.321455489962434
9337,41990,8453.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/s-line-35-tfsi-150-pk-s-tronic-open-dak-acc-leder-camera-apple-carplay/id/4813831,162,audi,q3 sportback,24,2025.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,0.0,8453.0,9.042394981126735,9.042394981126735,1,1,0,0.0,8.476946768613306
9338,30990,10454.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/s-line-35-tfsi-150-pk-s-tronic-leder-camera-apple-carplay/id/4813830,135,audi,q2,24,2025.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,0.0,10454.0,9.254835611862735,9.254835611862735,1,1,0,0.0,8.321455489962434
9339,41990,11723.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q3-sportback/s-line-35-tfsi-150-pk-s-tronic-open-dak-acc-camera-apple-carplay/id/4813836,152,audi,q3 sportback,24,2025.0,q3 sportback,petrol,q3 sportback,8,5.0,7.0,8,1.0596183460766633,0.0,11723.0,9.369393301830783,9.369393301830783,1,1,0,0.0,8.476946768613306
9340,28990,22915.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/s-line-35-tfsi-150-pk-s-tronic-leder-camera-apple-carplay/id/4813835,136,audi,q2,24,2024.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,1.0,11457.5,10.039590635528468,9.346487091649523,1,1,0,11457.5,8.321455489962434
9341,30990,8313.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/audi/q2/s-line-35-tfsi-150-pk-s-tronic-leder-camera-apple-carplay/id/4813834,135,audi,q2,24,2025.0,q2,petrol,q2,8,5.0,7.0,8,1.0401819362453042,0.0,8313.0,9.025696119812583,9.025696119812583,1,1,0,0.0,8.321455489962434
9342,26490,80560.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q3-sportback/audi-q3-sportback-35-tfsi-110150-kwch-s-tronic/id/4813864,156,audi,q3 sportback,12,2020.0,q3 sportback,petrol,q3 sportback,8,8.0,7.0,8,1.0596183460766633,5.0,13426.666666666666,11.296769940423644,9.505072534040446,1,1,1,67133.33333333333,8.476946768613306
9343,35990,55762.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/audi/q3-sportback/phev-s-line-45-tfsie-245-pk-s-tronic-automaat/id/4812453,37,audi,q3 sportback,12,2023.0,q3 sportback,hybrid - petrol,q3 sportback,8,8.0,9.0,8,1.0596183460766633,2.0,18587.333333333332,10.928865845995738,9.830289422760528,1,1,1,37174.666666666664,8.476946768613306
9345,31950,55000.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/audi/q3-sportback/s-line-garantie-led-gps-cuir/id/4812472,135,audi,q3 sportback,12,2020.0,q3 sportback,petrol,q3 sportback,8,8.0,7.0,8,1.0596183460766633,5.0,9166.666666666666,10.915106645867503,9.123438079945663,1,1,1,45833.33333333333,8.476946768613306
9347,35990,50000.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/audi/q3-sportback/45tfsie-sline-stronic-virtual-navi-cuir/id/4811114,42,audi,q3 sportback,60,2022.0,q3 sportback,hybrid - petrol,q3 sportback,8,8.0,9.0,8,1.0596183460766633,3.0,12500.0,10.819798284210286,9.433563920090563,1,1,1,37500.0,8.476946768613306
