,price_eur,mileage,transmission,energy_consumption__emission_class,energy_consumption__fuel,link,energy_consumption__co2_emissions,general_information__brand,general_information__model,general_information__warranty,vehicle_history__year,model_clean,energy_consumption__fuel_clean,model,brand_rank,emission_rank,fuel_rank,transmission_rank,model_rank,car_age,mileage_per_year,log_mileage,log_mileage_per_year,is_luxury,is_premium,is_modern,age_mileage_interaction,brand_model_interaction
16848,24995,54436.0,automatic,Euro 6d,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338480561-mercedes-benz-cla-klasse-180-bus-solution-essential-ia-bus,138,mercedes,CLA-Klasse,0,2022.0,cla-klasse,petrol,CLA-Klasse,10,8.0,7.0,8,1.284759066254919,3.0,13609.0,10.904799348707671,9.518560095645512,1,1,1,40827.0,12.847590662549191
16849,36999,25373.0,automatic,Euro 6d-TEMP,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338477904-mercedes-benz-a-klasse-250-4matic-amg-line,159,mercedes,A-Klasse,24,2023.0,a-klasse,petrol,A-Klasse,10,7.0,7.0,8,1.2030256217677773,2.0,8457.666666666666,10.141480306700544,9.042946835766465,1,1,1,16915.333333333332,12.030256217677772
16850,41999,85254.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2262954145-mercedes-benz-glb-35-amg-4-matic-7-zit-navigatie-leder,171,mercedes,GLB 35 AMG 4 MATIC 7 ZIT NAVIGATIE LEDER OPENDAK BURMESTER,0,2021.0,glb 35,petrol,GLB 35,10,5.0,7.0,8,1.0711404733518588,4.0,17050.8,11.353402044452253,9.744011048986854,1,1,0,68203.2,10.711404733518588
16851,17980,45000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2296756101-mercedes-b-180-automaat-benzine-slechts-45-000-km,133,mercedes,B-Klasse,0,2015.0,b-klasse,petrol,B-Klasse,10,5.0,7.0,8,1.0336494738050517,10.0,4090.909090909091,10.714439990727769,8.316766910526855,1,1,0,40909.09090909091,10.336494738050517
16852,34990,87000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338474316-mercedes-benz-glc-250-glc-250-4matic-9g-tronic-amg-line-ca,170,mercedes,GLC,0,2018.0,glc,petrol,GLC,10,5.0,7.0,8,1.0764544328157235,7.0,10875.0,11.373674891823535,9.294313805752362,1,1,0,76125.0,10.764544328157235
16853,33900,22900.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338472122-mercedes-c-180-break-avantgarde-2024-camera,149,mercedes,C-Klasse,0,2024.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,1.0,11450.0,10.038935856711177,9.34583234141334,1,1,0,11450.0,11.638193197585153
16854,21990,49772.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338458437-mercedes-benz-a-180-business-line-carplay-led-camera,135,mercedes,A-Klasse,12,2022.0,a-klasse,petrol,A-Klasse,10,5.0,7.0,8,1.2030256217677773,3.0,12443.0,10.815227947311465,9.428993858017527,1,1,0,37329.0,12.030256217677772
16855,21750,59973.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338458247-mercedes-benz-a-180-business-line-carplay-led-camera,135,mercedes,A-Klasse,12,2022.0,a-klasse,petrol,A-Klasse,10,5.0,7.0,8,1.2030256217677773,3.0,14993.25,11.001666413954883,9.61542207326001,1,1,0,44979.75,12.030256217677772
16856,21550,77191.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338458164-mercedes-benz-a-180-business-line-carplay-led-camera,135,mercedes,A-Klasse,12,2022.0,a-klasse,petrol,A-Klasse,10,5.0,7.0,8,1.2030256217677773,3.0,19297.75,11.25405110370022,9.867795605956136,1,1,0,57893.25,12.030256217677772
16857,33900,41328.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338458050-mercedes-benz-glb-180-business-line-carplay-led-camera,160,mercedes,GLB 180 Business Line,12,2023.0,glb 180,petrol,GLB 180,10,5.0,7.0,8,1.0598566307874457,2.0,13776.0,10.629319711713425,9.5307558140446,1,1,0,27552.0,10.598566307874457
16858,31890,45500.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338454647-mercedes-benz-a-klasse-180-star-edition-limousine-led-ke,136,mercedes,A-Klasse,24,2024.0,a-klasse,petrol,A-Klasse,10,5.0,7.0,8,1.2030256217677773,1.0,22750.0,10.725489582719506,10.032364379457015,1,1,0,22750.0,12.030256217677772
16860,26495,25000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338437695-mercedes-benz-c-200-9g-25-000-kms-12m-garantie-1e-eig,133,mercedes,C-Klasse,0,2019.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,6.0,3571.4285714285716,10.12667110305036,8.18100091560234,1,1,0,21428.571428571428,11.638193197585153
16862,37999,13054.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338433381-mercedes-benz-cla-klasse-250-e-coupe-amg-line-panoramisch,142,mercedes,CLA-Klasse,12,2024.0,cla-klasse,petrol,CLA-Klasse,10,5.0,7.0,8,1.284759066254919,1.0,6527.0,9.47692648113323,8.783855896643942,1,1,0,6527.0,12.847590662549191
16865,17000,81000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338401641-mercedes-benz-cla-180-shootingz-brake-annee-2019,133,mercedes,CLA,0,2019.0,cla,petrol,CLA,10,5.0,7.0,8,1.0486292446636836,6.0,11571.42857142857,11.302216779257382,9.356380700618377,1,1,0,69428.57142857142,10.486292446636835
16866,36999,49000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2317251952-mercedes-benz-e-300-coupe-amg-pakket-t-openen,133,mercedes,E-Klasse,0,2017.0,e-klasse,petrol,E-Klasse,10,5.0,7.0,8,1.058537233769701,8.0,5444.444444444444,10.799595985047786,8.602534656360026,1,1,0,43555.555555555555,10.58537233769701
16868,28998,69657.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338375755-mercedes-benz-glb-180-glb-180-business-solution-cuir-navi-fu,134,mercedes,GLB,12,2021.0,glb,petrol,GLB,10,5.0,7.0,8,1.0631258378606483,4.0,13931.4,11.151352832626403,9.541972341955166,1,1,0,55725.6,10.631258378606482
16869,31900,88625.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338375573-mercedes-benz-glc-250-coupe-amg-burmester-headup-keyless-4x4,172,mercedes,GLC,0,2018.0,glc,petrol,GLC,10,5.0,7.0,8,1.0764544328157235,7.0,11078.125,11.392180547268655,9.312817986063758,1,1,0,77546.875,10.764544328157235
16877,35950,15850.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2328587605-mercedes-benz-a-180-e-amg-line-m-hev-navi-led-pano,133,mercedes,A 180,0,2025.0,a 180,petrol,A 180,10,5.0,7.0,8,1.0534628757417372,0.0,15850.0,9.670987868797893,9.670987868797893,1,1,0,0.0,10.534628757417373
16879,29500,65000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338365010-mercedes-benz-c-180-i-9g-tronic-amg-line-led-navi-leder-cam,133,mercedes,C-Klasse,0,2021.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,4.0,13000.0,11.082157933374816,9.472781556562168,1,1,0,52000.0,11.638193197585153
16880,36950,24000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338364973-mercedes-benz-cla-180-i-amg-line-automaat-keyless-pano-hud-f,133,mercedes,CLA-Klasse,0,2024.0,cla-klasse,petrol,CLA-Klasse,10,5.0,7.0,8,1.284759066254919,1.0,12000.0,10.085850775128717,9.392745258631441,1,1,0,12000.0,12.847590662549191
16881,35999,34569.0,automatic,Euro 6d,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338364946-mercedes-benz-glc-200-benz-navi-pdc-pano-cruise-ct,162,mercedes,GLC,0,2019.0,glc,petrol,GLC,10,8.0,7.0,8,1.0764544328157235,6.0,4938.428571428572,10.45074153291567,8.505004929691355,1,1,0,29630.571428571428,10.764544328157235
16884,22990,82265.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338339652-mercedes-benz-a-klasse-250-hatchback-amg-line-panoramisch,148,mercedes,A-Klasse,12,2017.0,a-klasse,petrol,A-Klasse,10,5.0,7.0,8,1.2030256217677773,8.0,9140.555555555555,11.31771317858471,9.120585842041079,1,1,0,73124.44444444444,12.030256217677772
16887,38950,64750.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2206238033-mercedes-gla-250e-amg,36,mercedes,GLA,0,2021.0,gla,petrol,GLA,10,5.0,7.0,8,1.0530350053578383,4.0,12950.0,11.07830442345797,9.468928284223587,1,1,0,51800.0,10.530350053578383
16888,21950,131000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338275940-mercedes-cla180-cla-180-shooting-brake-amg-pano-dak,133,mercedes,CLA,0,2020.0,cla,petrol,CLA,10,5.0,7.0,8,1.0486292446636836,5.0,21833.333333333332,11.782960235741939,9.991238933433094,1,1,0,109166.66666666666,10.486292446636835
16889,36900,97000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338274441-mercedes-benz-glc-43-amg-4-matic-designo-burmester,133,mercedes,GLC,0,2017.0,glc,petrol,GLC,10,5.0,7.0,8,1.0764544328157235,8.0,10777.777777777777,11.48247656671073,9.285334459350333,1,1,0,86222.22222222222,10.764544328157235
16891,16600,115000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337140605-te-koop-mercedes-cla180-amg-2014-15-automaat-full-option,133,mercedes,CLA,0,2014.0,cla,petrol,CLA,10,5.0,7.0,8,1.0486292446636836,11.0,9583.333333333334,11.652696102959753,9.167885099939618,1,1,0,105416.66666666667,10.486292446636835
16892,41950,22900.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338251779-mercedes-c-cabrio-amg-line,157,mercedes,C-Klasse,0,2023.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,2.0,7633.333333333333,10.038935856711177,8.94041089666071,1,1,0,15266.666666666666,11.638193197585153
16896,27900,91076.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2327581948-mercedes-glc250-4matic-2-0-i-210ch-2019-eu-6d-91-000km,133,mercedes,GLC,0,2019.0,glc,petrol,GLC,10,5.0,7.0,8,1.0764544328157235,6.0,13010.857142857143,11.41946058155879,9.473616308656332,1,1,0,78065.14285714286,10.764544328157235
16898,31990,119967.0,automatic,Euro 6d,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338241921-mercedes-benz-c-klasse-180-amg-line-toit-pano-cockpit-distro,144,mercedes,C-Klasse,12,2022.0,c-klasse,petrol,C-Klasse,10,8.0,7.0,8,1.1638193197585154,3.0,29991.75,11.694980319535638,10.308710964771532,1,1,1,89975.25,11.638193197585153
16899,39750,19694.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2286951507-mercedes-c-180-avantgarde-business-line-distronic-360cam,145,mercedes,C-Klasse,0,2023.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,2.0,6564.666666666667,9.888120075405006,8.789609330197585,1,1,0,13129.333333333334,11.638193197585153
16902,18995,81563.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338212449-mercedes-benz-c-klasse-berline-c180-business-solution-pdc,132,mercedes,C-Klasse,0,2016.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,9.0,8156.3,11.309143267134639,9.006668510851567,1,1,0,73406.7,11.638193197585153
16903,21780,127718.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338207445-mercedes-benz-c-180-9g-tronic-aut-facelift-amg-pakket-pano,139,mercedes,C 180 9G-TRONIC*AUT.*FACELIFT*AMG PAKKET*PANO DAK*CAMERA,0,2018.0,c 180,petrol,C 180,10,5.0,7.0,8,1.0519669351804422,7.0,15964.75,11.757587817170757,9.67820108180932,1,1,0,111753.25,10.51966935180442
16905,33195,9062.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2328472084-mercedes-benz-a-200-1-3-a-200-mhev-amg-edition-dct,133,mercedes,A 200,0,2024.0,a 200,petrol,A 200,10,5.0,7.0,8,1.0544743355530675,1.0,4531.0,9.111955470054781,8.418918622147897,1,1,0,4531.0,10.544743355530674
16906,30999,43479.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338185225-mercedes-benz-cla-klasse-200-shooting-brake-amg-line-night,141,mercedes,CLA-Klasse,24,2023.0,cla-klasse,petrol,CLA-Klasse,10,5.0,7.0,8,1.284759066254919,2.0,14493.0,10.680056341235145,9.581490049669227,1,1,0,28986.0,12.847590662549191
16907,19750,93500.0,automatic,Euro 6d,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338184733-mercedes-benz-cla-250-amg-line-4-matic-nieuw-staat,133,mercedes,CLA-Klasse,0,2016.0,cla-klasse,petrol,CLA-Klasse,10,8.0,7.0,8,1.284759066254919,9.0,9350.0,11.44572741040675,9.143238568435446,1,1,0,84150.0,12.847590662549191
16908,18450,198985.0,automatic,Euro 6d-TEMP,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338184678-mercedes-benz-c-200-amg-line-top-staat-face-lift,133,mercedes,C-Klasse,0,2018.0,c-klasse,petrol,C-Klasse,10,7.0,7.0,8,1.1638193197585154,7.0,24873.125,12.200989749473035,10.12158338552871,1,1,0,174111.875,11.638193197585153
16910,43500,80000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338180075-mercedes-e63-amg-2015-80000km-designo-magno-kashmir-wit,133,mercedes,E-Klasse,0,2015.0,e-klasse,petrol,E-Klasse,10,5.0,7.0,8,1.058537233769701,10.0,7272.727272727273,11.289794413577894,8.892024131405389,1,1,0,72727.27272727274,10.58537233769701
16912,36950,199000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338177656-belgische-mercedes-benz-s500-4matic-coupe-biturbo-v8-designo,133,mercedes,S-Klasse,0,2016.0,s-klasse,petrol,S-Klasse,10,5.0,7.0,8,1.0620883878600986,9.0,19900.0,12.201065128819632,9.898525260706313,1,1,0,179100.0,10.620883878600987
16914,29850,89000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2286870206-mercedes-glb-200-1ste-eigenaar-navigatie-leer-park-assist,137,mercedes,GLB,0,2021.0,glb,petrol,GLB,10,5.0,7.0,8,1.0631258378606483,4.0,17800.0,11.39640288460621,9.787009914477434,1,1,0,71200.0,10.631258378606482
16915,37923,53658.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338174126-mercedes-benz-c-180-estate-star-edition-amg-line-amg-line,152,mercedes,C-Klasse,0,2024.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,1.0,26829.0,10.89040448795058,10.197275943419669,1,1,0,26829.0,11.638193197585153
16916,38999,22056.0,automatic,Euro 6e,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338170165-mercedes-benz-c-klasse-180-luxury-line-smartphone-integrat,145,mercedes,C-Klasse,24,2024.0,c-klasse,petrol,C-Klasse,10,10.0,7.0,8,1.1638193197585154,1.0,11028.0,10.001385290812587,9.308283446306147,1,1,1,11028.0,11.638193197585153
16917,28850,58000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2286864942-mercedes-gla-180-1ste-eigenaar-leer-parkassist-navigatie,134,mercedes,GLA,0,2021.0,gla,petrol,GLA,10,5.0,7.0,8,1.0530350053578383,4.0,11600.0,10.968215530759236,9.358846580275406,1,1,0,46400.0,10.530350053578383
16918,29999,33566.0,automatic,Euro 6e,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338168617-mercedes-benz-b-klasse-180-business-line-smartphone-integr,139,mercedes,B-Klasse,24,2024.0,b-klasse,petrol,B-Klasse,10,10.0,7.0,8,1.0336494738050517,1.0,16783.0,10.42129872047583,9.728181330636078,1,1,1,16783.0,10.336494738050517
16919,33999,45028.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338164858-mercedes-benz-cla-klasse-shooting-brake-250-4matic-amg-line,170,mercedes,CLA-Klasse,24,2021.0,cla-klasse,petrol,CLA-Klasse,10,5.0,7.0,8,1.284759066254919,4.0,9005.6,10.71506200563175,9.105712920894186,1,1,0,36022.4,12.847590662549191
16926,34999,152341.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338129155-mercedes-benz-gle-43-amg-3-0-benzine-euro-6b-full-optie,209,mercedes,GLE,0,2017.0,gle,petrol,GLE,10,5.0,7.0,8,1.1231174737137732,8.0,16926.777777777777,11.933883272368893,9.736711207077636,1,1,0,135414.22222222222,11.231174737137732
16927,36999,11543.0,automatic,Euro 6e,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338124940-mercedes-benz-c-klasse-c-180-business-line,141,mercedes,C-Klasse,24,2025.0,c-klasse,petrol,C-Klasse,10,10.0,7.0,8,1.1638193197585154,0.0,11543.0,9.353921100453707,9.353921100453707,1,1,1,0.0,11.638193197585153
16928,30999,9210.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338120494-mercedes-benz-a-klasse-a-180-business-line,134,mercedes,A-Klasse,24,2024.0,a-klasse,petrol,A-Klasse,10,5.0,7.0,8,1.2030256217677773,1.0,4605.0,9.128153700988236,8.43511508038063,1,1,0,4605.0,12.030256217677772
16929,24600,100464.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338104065-mercedes-cla-180-amg-line-pano-navi-camera,133,mercedes,CLA,0,2022.0,cla,petrol,CLA,10,5.0,7.0,8,1.0486292446636836,3.0,25116.0,11.517564687118654,10.131300186698601,1,1,0,75348.0,10.486292446636835
16931,22299,104588.0,automatic,Euro 6d-TEMP,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338100030-mercedes-benz-gla-180-gla-180-amg-line-bj-2020-automaat,172,mercedes,GLA,21,2020.0,gla,petrol,GLA,10,7.0,7.0,8,1.0530350053578383,5.0,17431.333333333332,11.557793662559092,9.766081998363005,1,1,1,87156.66666666666,10.530350053578383
16932,16600,60000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338099779-mercedes-benz-a-180-air-co-gps-60000-km-automaat,133,mercedes,A-Klasse,0,2018.0,a-klasse,petrol,A-Klasse,10,5.0,7.0,8,1.2030256217677773,7.0,7500.0,11.002116507732017,8.922791623969637,1,1,0,52500.0,12.030256217677772
16935,35999,13204.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338092517-mercedes-benz-a-klasse-180-hatchback-amg-line-panoramisch,136,mercedes,A-Klasse,24,2024.0,a-klasse,petrol,A-Klasse,10,5.0,7.0,8,1.2030256217677773,1.0,6602.0,9.488350824731233,8.79527937019457,1,1,0,6602.0,12.030256217677772
16936,20000,53493.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2336914936-auto,133,mercedes,CLA,0,2019.0,cla,petrol,CLA,10,5.0,7.0,8,1.0486292446636836,6.0,7641.857142857143,10.887324777062158,8.941526783828785,1,1,0,45851.142857142855,10.486292446636835
16938,38990,67000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338084856-mercedes-benz-c-180-amg-noire-mat-cuir-ecl-ambiant,133,mercedes,C-Klasse,0,2022.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,3.0,16750.0,11.112462823634855,9.726213236963687,1,1,0,50250.0,11.638193197585153
16944,22750,92000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338055483-mb-gla-200-benzine-automaat-airco-leer-camera-navi-top,133,mercedes,GLA,0,2020.0,gla,petrol,GLA,10,5.0,7.0,8,1.0530350053578383,5.0,15333.333333333334,11.429554725537322,9.637849602067865,1,1,0,76666.66666666667,10.530350053578383
16945,29999,8851.0,automatic,Euro 6e,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338053228-mercedes-benz-a-klasse-a-180-business-line,134,mercedes,A-Klasse,24,2025.0,a-klasse,petrol,A-Klasse,10,10.0,7.0,8,1.2030256217677773,0.0,8851.0,9.08839870117094,9.08839870117094,1,1,1,0.0,12.030256217677772
16947,26999,63713.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338053203-mercedes-benz-b-klasse-200-amg-line,150,mercedes,B-Klasse,31,2020.0,b-klasse,petrol,B-Klasse,10,5.0,7.0,8,1.0336494738050517,5.0,10618.833333333334,11.0621595976319,9.270478601013021,1,1,0,53094.16666666667,10.336494738050517
16949,32999,77213.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338053211-mercedes-benz-gla-klasse-gla-200-amg-line,163,mercedes,GLA,24,2020.0,gla,petrol,GLA,10,5.0,7.0,8,1.0530350053578383,5.0,12868.833333333334,11.25433606672172,9.46264135049337,1,1,0,64344.16666666667,10.530350053578383
16950,40999,27635.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338053204-mercedes-benz-c-klasse-180-estate-amg-line,151,mercedes,C-Klasse,31,2024.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,1.0,13817.5,10.226874549608686,9.53376355308073,1,1,0,13817.5,11.638193197585153
16951,29999,77000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338053216-mercedes-benz-cla-200-shooting-brake-amg-line,149,mercedes,CLA-Klasse,31,2022.0,cla-klasse,petrol,CLA-Klasse,10,5.0,7.0,8,1.284759066254919,3.0,19250.0,11.251573687764477,9.865318286418624,1,1,0,57750.0,12.847590662549191
16953,37999,69000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338053191-mercedes-benz-e-klasse-200-estate,182,mercedes,E-Klasse,24,2022.0,e-klasse,petrol,E-Klasse,10,5.0,7.0,8,1.058537233769701,3.0,17250.0,11.141876276228,9.755625391793744,1,1,0,51750.0,10.58537233769701
16954,23999,74884.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338053196-mercedes-benz-cla-klasse-shooting-brake-cla-180-business-sol,172,mercedes,CLA-Klasse,12,2019.0,cla-klasse,petrol,CLA-Klasse,10,5.0,7.0,8,1.284759066254919,6.0,10697.714285714286,11.223708882426497,9.277878853016563,1,1,0,64186.28571428572,12.847590662549191
16955,35999,54123.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338053193-mercedes-benz-c-klasse-180-cabriolet-amg-line,149,mercedes,C-Klasse,12,2019.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,6.0,7731.857142857143,10.899032989383535,8.95323369073571,1,1,0,46391.142857142855,11.638193197585153
16956,25999,88874.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338053175-mercedes-benz-b-klasse-b-180-amg-line,150,mercedes,B-Klasse,24,2019.0,b-klasse,petrol,B-Klasse,10,5.0,7.0,8,1.0336494738050517,6.0,12696.285714285714,11.394986167105541,9.449143526320018,1,1,0,76177.71428571429,10.336494738050517
16958,43999,27000.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338053153-mercedes-benz-c-klasse-200-coupe-amg-line,168,mercedes,C-Klasse,24,2023.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,2.0,9000.0,10.203629181337648,9.105090961257085,1,1,0,18000.0,11.638193197585153
16960,27999,38475.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338053143-mercedes-benz-b-klasse-180,139,mercedes,B-Klasse,31,2022.0,b-klasse,petrol,B-Klasse,10,5.0,7.0,8,1.0336494738050517,3.0,9618.75,10.557789949272506,9.171573555796083,1,1,0,28856.25,10.336494738050517
16961,33500,18542.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338053142-mercedes-benz-a-klasse-180-amg-line,137,mercedes,A-Klasse,24,2024.0,a-klasse,petrol,A-Klasse,10,5.0,7.0,8,1.2030256217677773,1.0,9271.0,9.827847638327382,9.134754385019587,1,1,0,9271.0,12.030256217677772
16962,33749,45673.0,automatic,Euro 6e,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338052545-mercedes-benz-cla-180-star-edition-shooting-brake-amg-line,147,mercedes,CLA-Klasse,24,2024.0,cla-klasse,petrol,CLA-Klasse,10,10.0,7.0,8,1.284759066254919,1.0,22836.5,10.729284487191537,10.036159200686262,1,1,1,22836.5,12.847590662549191
16967,27990,65710.0,automatic,Euro 6d,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2338029843-mercedes-benz-cla-klasse-180-cla-180-sb-dct-amg-pack-pano-sf,125,mercedes,CLA-Klasse,12,2020.0,cla-klasse,petrol,CLA-Klasse,10,8.0,7.0,8,1.284759066254919,5.0,10951.666666666666,11.093021618159923,9.301338236798172,1,1,1,54758.33333333333,12.847590662549191
16968,26495,114160.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2328340242-mercedes-benz-glb-180-1steeig-114000km-leder-cam-pdc-cruise,133,mercedes,GLB 180,0,2021.0,glb 180,petrol,GLB 180,10,5.0,7.0,8,1.0598566307874457,4.0,22832.0,11.645365011747952,10.0359621369355,1,1,0,91328.0,10.598566307874457
16977,30900,26500.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337981482-mercedes-benz-c-klasse-180-pack-amg-26500km-air-scarf,144,mercedes,C-Klasse,12,2017.0,c-klasse,petrol,C-Klasse,10,5.0,7.0,8,1.1638193197585154,8.0,2944.4444444444443,10.184937747111391,7.988014999620889,1,1,0,23555.555555555555,11.638193197585153
16978,24376,59896.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337980654-mercedes-benz-a-180-business-solution-luxury-sfeerverlicht,121,mercedes,A-Klasse,0,2020.0,a-klasse,petrol,A-Klasse,10,5.0,7.0,8,1.2030256217677773,5.0,9982.666666666666,11.000381699376868,9.208705703299723,1,1,0,49913.33333333333,12.030256217677772
16979,22456,85578.0,automatic,Euro 6,petrol,https://www.2dehands.be/v/auto-s/mercedes-benz/m2337980624-mercedes-benz-a-180-business-solution-led-koplampen-stoe,121,mercedes,A-Klasse,0,2020.0,a-klasse,petrol,A-Klasse,10,5.0,7.0,8,1.2030256217677773,5.0,14263.0,11.357195204929413,9.565494159542975,1,1,0,71315.0,12.030256217677772
